Symbol,NSAF_SpC_ratio,hESC_Ln_NSAF,hNSC_Ln_NSAF,t_test_p,color
TP53BP2,0.731610152,-11.00049417,-10.68798669,0.509098504,gray
TP53I11,0.040082177,-12.41501802,-9.198194517,0.004519968,blue
TP53I3,0.441837339,-10.3346808,-9.517867327,0.015712213,blue
TP53RK,1.447902872,-9.404922464,-9.775038678,0.032451698,green
TPBG,0.008158863,-13.2169236,-8.408273168,6.59e-06,blue
TPCN1,1.560609556,-13.50354612,-13.9486226,,gray
TPCN2,1.238657613,-13.56835827,-13.7823865,,gray
TPD52,1.145042965,-8.66136445,-8.796806611,0.192768795,gray
TPD52L1,0.619328496,-12.26374318,-11.78462372,,gray
TPD52L2,0.921993327,-7.945971889,-7.864754596,0.507967691,gray
TPH1,1.238656992,-13.08980994,-13.30383766,,gray
TPI1,0.543803489,-6.404115585,-5.794948253,0.008913119,green
TPI1P2,0.301500297,-12.6147528,-11.41576852,,gray
TPM1,1.623107398,-7.050217288,-7.534559747,0.26550547,gray
TPM2,1.231308774,-8.314593971,-8.522671619,0.316085297,gray
TPM3,0.517044009,-7.407803026,-6.748175742,0.046081989,green
TPM4,1.196148126,-6.282364275,-6.461470774,0.138216245,gray
TPMT,1.021134105,-9.050359349,-9.071273226,0.936238594,gray
TPP1,0.227128477,-10.3209683,-8.83872886,0.022240927,blue
TPP2,0.989406364,-8.341150307,-8.330500159,0.954785666,gray
TPR,0.721812025,-9.313468996,-8.987478469,0.199891218,gray
TPRG1L,0.780305716,-12.78247159,-12.5344021,,gray
TPRKB,2.668606544,-10.4847188,-11.46627524,0.134937069,gray
TPRX1,1.238656153,-13.17610512,-13.39013216,,gray
TPST1,0.78030533,-12.03082379,-11.7827538,,gray
TPST2,3.158469308,-11.94180838,-13.0918959,,gray
TPT1,1.573563127,-6.860586292,-7.313928848,0.121783709,gray
TPX2,2.995459016,-10.61637345,-11.71347094,0.036373812,red
TRA2A,0.627122781,-9.691170451,-9.224557516,0.075639128,gray
TRA2B,0.76983391,-8.699734244,-8.438153755,0.336589076,gray
TRABD,2.476964352,-10.341761,-11.24879476,0.077657706,gray
TRAC,2.118073662,-12.01861652,-12.76912354,,gray
TRAF2,1.969855845,-11.12962178,-11.80758215,0.392950293,gray
TRAF3IP2,1.786452514,-12.93204849,-13.5122803,,gray
TRAF4,1.560610018,-11.80795518,-12.25303197,0.37389878,gray
TRAF6,0.780304737,-12.97224163,-12.72417088,,gray
TRAF7,2.500865481,-12.75029114,-13.666928,,gray
TRAFD1,0.949194741,-11.54933876,-11.49719747,,gray
TRAK1,0.818487468,-13.57418818,-13.37389099,,gray
TRAM1,0.491561353,-13.10092668,-12.39075816,,gray
TRANK1,0.599993221,-13.72876428,-13.21792735,0.626982383,gray
TRAP1,1.351982871,-7.005598047,-7.307170355,0.182190587,gray
TRAPPC1,0.601418334,-9.980195283,-9.471730759,0.279716054,gray
TRAPPC10,0.727721687,-13.725219,-13.4073824,,gray
TRAPPC2L,2.057459637,-11.22982829,-11.95130032,,gray
TRAPPC2P1,1.363319347,-10.71838131,-11.02830374,0.325486148,gray
TRAPPC3,0.84689467,-8.917483184,-8.751304235,0.691873954,gray
TRAPPC4,0.475751315,-10.81324683,-10.07038682,0.227731825,gray
TRAPPC5,0.626530136,-9.726163261,-9.258604858,0.484313519,gray
TRAPPC6A,1.149869061,-10.11536655,-10.25501463,0.294841684,gray
TRAPPC6B,0.71468074,-9.482283489,-9.146364136,0.115416333,gray
TRAPPC9,1.96624871,-13.62080237,-14.29692989,,gray
TRDMT1,0.780305009,-13.14538151,-12.89731111,,gray
TRERF1,0.304337649,-14.26674812,-13.07713061,,gray
TREX2,1.900422149,-11.96785616,-12.60993221,,gray
TRIAP1,5.550923322,-9.314321289,-11.02828557,0.047176924,red
TRIL,1.238658331,-13.64388969,-13.8579185,,gray
TRIM13,0.456325137,-12.96178199,-12.17723228,,gray
TRIM16,0.541033275,-13.51172614,-12.89745164,,gray
TRIM2,0.292938979,-10.76417088,-9.536379924,0.043409662,blue
TRIM21,4.849178816,-10.68480508,-12.26361446,0.026627252,red
TRIM22,1.786450537,-12.79001619,-13.3702469,,gray
TRIM24,1.490428793,-9.393854232,-9.792918091,0.148916413,gray
TRIM25,1.378416201,-9.056419753,-9.377354913,0.302788746,gray
TRIM26,0.679222765,-12.05784383,-11.6710377,,gray
TRIM28,1.211874838,-6.652936522,-6.845105135,0.120398537,gray
TRIM3,0.431702597,-12.2405825,-11.40056414,0.011661063,blue
TRIM32,1.125394155,-11.90575073,-12.02388406,0.759326755,gray
TRIM33,0.686402634,-10.42519533,-10.04890444,0.391744184,gray
TRIM36,0.691180263,-12.77497254,-12.40561793,,gray
TRIM37,1.417909819,-13.45051082,-13.79969465,,gray
TRIM41,0.99591167,-13.34664832,-13.34255161,,gray
TRIM5,5.784942814,-11.60490025,-13.36015872,,gray
TRIM56,5.383562312,-11.64091931,-13.3242696,0.041488273,red
TRIM64,1.560610018,-12.83487238,-13.27994917,,gray
TRIM65,1.569842984,-10.55558228,-11.00655789,0.525997564,gray
TRIM71,1.070998659,-8.337044749,-8.405636288,0.541752089,gray
TRIM77,2.010671707,-12.57264694,-13.27111579,,gray
TRIML2,3.121224322,-12.0424506,-13.18067594,,gray
TRIO,2.091142691,-12.48466057,-13.22237123,0.173773852,gray
TRIOBP,0.525106981,-12.81949543,-12.17534217,0.353848985,gray
TRIP10,0.927993344,-9.871802065,-9.797071346,0.824829963,gray
TRIP11,0.679153045,-12.47804202,-12.09113324,0.320450498,gray
TRIP12,1.703161342,-10.02989872,-10.56238486,0.148954061,gray
TRIP13,1.15598178,-9.310336765,-9.455286774,0.574948586,gray
TRIP4,0.663712511,-11.61864941,-11.20874322,0.667610251,gray
TRIP6,1.712766315,-8.581941934,-9.120051726,0.204221484,gray
TRIT1,0.724371755,-11.43534674,-11.1128962,0.642522677,gray
TRMT1,1.294636633,-9.47835516,-9.736585223,0.126976101,gray
TRMT11,0.133623659,-13.31440248,-11.30167454,0.011883076,blue
TRMT112,1.312504467,-7.548786404,-7.820723523,0.205752377,gray
TRMT12,1.238656992,-13.05041754,-13.26444526,,gray
TRMT5,0.601266818,-10.35540195,-9.84668546,0.033045783,green
TRMT6,0.571609641,-10.20621258,-9.64691361,0.292696257,gray
TRMT61A,1.0228392,-9.977867997,-10.00045029,0.961489707,gray
TRMT61B,1.966242286,-12.41999205,-13.0961163,,gray
TRMU,1.560608923,-12.7572062,-13.20228228,,gray
TRNAU1AP,0.780304636,-11.77680191,-11.52873103,,gray
TRNT1,1.224668276,-9.32327457,-9.525944582,0.175076321,gray
TRO,1.758430855,-11.0684187,-11.63284055,0.604108918,gray
TROAP,0.619328978,-13.83339787,-13.35427919,,gray
TROVE2,0.757461527,-8.28147262,-8.003690088,0.068712963,gray
TRPC3,0.780304051,-14.00213243,-13.7540608,,gray
TRPC4,0.780305009,-14.06626333,-13.81819294,,gray
TRPC4AP,1.573489751,-13.1561587,-13.60945462,,gray
TRPC7,1.560611363,-13.47382907,-13.91890671,,gray
TRPM4,0.780305325,-14.27834712,-14.03027713,,gray
TRPM6,1.79500012,-13.90092345,-14.48592854,,gray
TRPM7,0.893227553,-14.11043387,-13.99751995,,gray
TRPM8,0.619328952,-14.18336632,-13.7042476,,gray
TRPT1,1.560611344,-11.33164092,-11.77671855,0.344505735,gray
TRPV1,0.840558388,-12.92333151,-12.74964265,,gray
TRPV6,0.983122706,-13.53179493,-13.51477359,,gray
TRRAP,0.350558285,-11.88858837,-10.84036008,0.005690571,blue
TRUB1,1.263436474,-10.05805827,-10.29189364,0.410934976,gray
TRUB2,1.238658358,-12.74774296,-12.96177178,,gray
TSC1,0.573734397,-11.72532582,-11.1697371,0.326226045,gray
TSC2,0.645941647,-11.20105068,-10.76400457,0.302699568,gray
TSC22D1,0.357092363,-11.99946733,-10.96970652,0.249239331,gray
TSC22D2,1.479166289,-12.29151845,-12.68299706,0.620653047,gray
TSC22D4,0.750262603,-13.15556005,-12.86822806,,gray
TSEN15,1.449300689,-9.98512263,-10.35620379,0.542800573,gray
TSEN2,0.236318416,-12.85661027,-11.41403511,0.032257902,blue
TSEN34,0.381282321,-11.57789201,-10.61367683,0.345754351,gray
TSEN54,0.480386412,-11.73398633,-11.00082186,0.509588851,gray
TSFM,1.005925122,-9.366707617,-9.372615255,0.992605627,gray
TSG101,0.627763653,-9.958648966,-9.493057433,0.044241591,green
TSGA10,1.560610381,-13.26279336,-13.70787038,,gray
TSGA14,0.41284101,-12.13606212,-11.2513694,,gray
TSHZ1,0.442952732,-14.1586058,-13.34431359,,gray
TSHZ2,0.513934595,-13.88681307,-13.2211538,,gray
TSHZ3,0.773909255,-13.46916641,-13.21286576,,gray
TSN,0.956511476,-8.071252491,-8.026789999,0.688226175,gray
TSNAX,0.848623448,-9.070218768,-8.906079052,0.292624247,gray
TSPAN13,1.560610018,-11.20439145,-11.64946823,,gray
TSPAN14,0.576372381,-12.06925727,-11.51825594,,gray
TSPAN15,0.619328496,-12.86025201,-12.38113255,,gray
TSPAN18,0.780305009,-12.7639203,-12.51584991,,gray
TSPAN3,0.619327974,-12.7100639,-12.23094359,,gray
TSPAN32,0.843047548,-12.63660554,-12.46587362,,gray
TSPAN6,0.300551113,-11.29163536,-10.08949791,0.016942864,blue
TSPAN9,1.786451438,-12.18153751,-12.76176873,,gray
TSPYL1,3.572916331,-11.9684897,-13.24187186,,gray
TSPYL4,0.780306216,-13.31655312,-13.06848427,,gray
TSPYL5,0.780305009,-12.97870989,-12.73063949,,gray
TSR1,1.252247344,-9.064697233,-9.289637045,0.331701069,gray
TSR2,1.947868211,-10.31963365,-10.9863692,0.389514869,gray
TSSC1,0.229233173,-11.7203448,-10.24732923,0.194039271,gray
TSSC4,0.378856266,-12.22477318,-11.25417479,,gray
TST,0.089863585,-11.3353485,-8.925886017,0.060527192,gray
TSTA3,1.136684249,-8.68083646,-8.808951931,0.40330293,gray
TSTD1,0.307480777,-10.50680311,-9.3274604,0.299149657,gray
TTBK2,2.664984771,-13.58737696,-14.5675753,,gray
TTC1,1.149696572,-8.329529341,-8.469027398,0.348781612,gray
TTC13,0.619328496,-13.93360508,-13.45448562,,gray
TTC14,1.560609216,-13.36096445,-13.80604072,,gray
TTC15,1.062417071,-10.76454671,-10.82509328,0.920867773,gray
TTC17,0.254142085,-13.98528359,-12.61542181,,gray
TTC18,1.681601621,-13.66188123,-14.18162791,,gray
TTC19,1.723469102,-11.06503911,-11.60937829,0.223806107,gray
TTC21A,1.560608643,-13.90071951,-14.34579541,,gray
TTC21B,3.938043332,-12.02541687,-13.39610085,0.073321217,gray
TTC26,0.619328382,-13.49383686,-13.01471721,,gray
TTC27,1.506750759,-10.5260493,-10.93600482,0.439664342,gray
TTC28,0.235122279,-12.41228896,-10.96463939,0.002705884,blue
TTC3,0.331856447,-14.78999537,-13.68694257,,gray
TTC30B,0.780305009,-13.44540967,-13.19733927,,gray
TTC31,1.786452926,-12.83132272,-13.41155477,,gray
TTC33,0.78030569,-12.74501499,-12.49694546,,gray
TTC34,0.78030454,-13.98017727,-13.73210627,,gray
TTC35,1.351301554,-8.8483642,-9.149432442,0.084959715,gray
TTC37,0.683110368,-10.34869974,-9.967600897,0.080949524,gray
TTC38,0.46162429,-10.06792884,-9.294924894,0.040929926,blue
TTC39B,1.238658118,-13.47065154,-13.68468017,,gray
TTC39C,5.692121148,-9.937753886,-11.67683685,0.008513624,red
TTC4,1.035774452,-9.798531185,-9.833680594,0.923050759,gray
TTC5,0.224760799,-11.48982929,-9.997110729,0.235402733,gray
TTC9C,0.694731094,-9.972621599,-9.608391176,0.698610507,gray
TTF2,7.362474918,-10.83485802,-12.83125417,0.090323072,gray
TTK,2.005290295,-9.577147114,-10.27293595,0.107422807,gray
TTL,1.560610018,-12.64681911,-13.0918959,,gray
TTLL12,0.737156583,-8.217002777,-7.912047829,0.205553709,gray
TTLL3,1.450318987,-8.338025537,-8.70980906,0.212067102,gray
TTLL4,1.58682094,-13.48367954,-13.94541215,,gray
TTLL5,0.427472064,-14.07586126,-13.22599492,,gray
TTN,1.344241816,-10.78485386,-11.080684,0.483827413,gray
TTPAL,1.238656992,-12.54938354,-12.76341126,,gray
TTYH2,0.983122706,-12.99496936,-12.97794803,,gray
TUBA1A,0.078954009,-11.72116992,-9.18228017,,gray
TUBA1C,0.942287125,-4.974603144,-4.915157896,0.681713286,gray
TUBA3C,0.052736377,-10.46147294,-7.519023158,0.151799877,gray
TUBA3E,3.791036008,-11.93626,-13.26889933,,gray
TUBA4A,1.018132745,-6.298161996,-6.316132303,0.906750432,gray
TUBA8,1.643589756,-9.764670541,-10.26155327,0.785187375,gray
TUBAL3,0.797761304,-11.15481564,-10.9288698,0.862464566,gray
TUBB,0.775806035,-4.731992931,-4.478140186,0.136863138,gray
TUBB1,1.680657361,-11.12692076,-11.64610577,,gray
TUBB2A,2.464682044,-6.450460911,-7.352523722,0.000891003,red
TUBB2B,1.131079777,-6.427427773,-6.550600504,0.511041345,gray
TUBB3,2.063767201,-8.756684731,-9.481217782,,gray
TUBB4,0.923916108,-7.38586219,-7.306728186,0.678664137,gray
TUBB4Q,0.114783394,-13.24971986,-11.08501141,0.001171373,blue
TUBB6,1.422132246,-6.724739577,-7.076896904,0.117206694,gray
TUBB8,2.596679096,-12.30123851,-13.25547187,,gray
TUBBP5,0.04808494,-13.09556298,-10.06077674,0.027953433,blue
TUBE1,1.560611253,-12.87788948,-13.32296705,,gray
TUBG1,0.862290096,-9.302268879,-9.154105352,0.48979718,gray
TUBGCP2,0.627405966,-9.844614795,-9.37845332,0.065943962,gray
TUBGCP3,0.618218943,-10.44358636,-9.962673753,0.131319333,gray
TUBGCP4,0.238547218,-12.75526614,-11.32207813,0.016314044,blue
TUBGCP6,0.362186051,-13.34092914,-12.32533189,0.332726525,gray
TUFM,1.15762539,-7.061593891,-7.20796472,0.189649172,gray
TULP4,0.619328496,-14.51880442,-14.03968497,,gray
TUSC3,0.983122136,-11.14122026,-11.12419834,0.963740598,gray
TUT1,1.624353911,-9.374749514,-9.859859657,0.822136699,gray
TWF1,2.785463915,-10.17917145,-11.20358589,0.003060919,red
TWF2,2.082135043,-8.269634204,-9.003028034,0.011179001,red
TWISTNB,0.780305009,-12.99971794,-12.75164754,,gray
TWSG1,0.138199634,-12.58384496,-10.60478894,0.00027028,blue
TXK,1.964088423,-12.75182265,-13.42685088,,gray
TXLNA,1.33106705,-8.832171318,-9.118152232,0.443324179,gray
TXLNG,2.237090891,-8.637716989,-9.442893302,0.010642114,red
TXN,0.999218144,-6.672030829,-6.671248667,0.996854903,gray
TXN2,1.082673573,-9.286807231,-9.366240743,0.375312848,gray
TXNDC11,0.619328089,-14.06931415,-13.59019403,,gray
TXNDC12,0.909843155,-7.514102269,-7.419619218,0.205035455,gray
TXNDC15,4.21344503,-11.14537525,-12.58365586,0.024321044,red
TXNDC17,0.687735878,-7.560128587,-7.185778174,0.265949562,gray
TXNDC5,1.139854897,-7.693953969,-7.824854939,0.192602067,gray
TXNDC9,2.813398183,-8.805813778,-9.840206849,0.014550622,red
TXNIP,0.619328092,-13.14538151,-12.6662614,,gray
TXNL1,1.202963571,-7.447457808,-7.632245962,0.273963949,gray
TXNL4A,0.312480967,-11.43935199,-10.27614027,0.104264101,gray
TXNL4B,1.238656377,-11.71852167,-11.9325489,,gray
TXNRD1,0.864099057,-8.504298338,-8.358230471,0.415943415,gray
TXNRD3,0.402808277,-13.80206441,-12.89276984,,gray
TYK2,0.623471431,-13.65193618,-13.17948385,,gray
TYMS,0.609034416,-8.818821859,-8.322941358,0.062129931,gray
TYRO3,0.211806549,-12.50721786,-10.95513594,0.156928337,gray
TYSND1,5.153015557,-11.85866299,-13.49824508,,gray
TYW1B,0.400939495,-13.24935963,-12.33541489,,gray
U2AF1,0.648418267,-8.560622037,-8.12740272,0.067245999,gray
U2AF2,0.77183947,-8.152711021,-7.89373233,0.067439826,gray
UACA,0.15793448,-14.16159731,-12.31602229,0.00979971,blue
UAP1,3.175657728,-10.23899551,-11.39451028,0.0293824,red
UAP1L1,1.616393636,-12.40660529,-12.8868028,,gray
UBA1,0.764983834,-7.205406224,-6.937505647,0.016870883,green
UBA2,0.575831043,-8.402144871,-7.850203882,0.043911001,green
UBA3,0.69981333,-8.481215241,-8.12427359,0.000634087,green
UBA5,0.793136764,-9.276837019,-9.04507741,0.70627566,gray
UBA52,2.677621316,-11.02675218,-12.01168101,,gray
UBA6,0.899822882,-8.990565622,-8.885008289,0.033072388,green
UBAC1,5.970679421,-10.91457794,-12.70143867,0.048784584,red
UBAC2,1.430345851,-9.908938068,-10.26685434,0.585945121,gray
UBAP1,5.559513727,-11.18548141,-12.90099205,0.068377949,gray
UBAP2,2.19676334,-9.310067594,-10.09705266,0.041237256,red
UBAP2L,1.891895715,-8.196167257,-8.833746607,0.127277103,gray
UBB,1.097408427,-6.346218187,-6.439169612,0.344011608,gray
UBE2A,0.535512266,-9.659012545,-9.034481061,0.068223976,gray
UBE2C,2.297389933,-8.114893024,-8.946666691,0.082386812,gray
UBE2CBP,0.509133321,-11.92658733,-11.25154196,0.167797378,gray
UBE2D3,1.87939479,-8.311102399,-8.942052204,0.223954354,gray
UBE2D4,1.959015703,-10.8452685,-11.51771066,,gray
UBE2E1,1.561318809,-10.14701917,-10.59255002,0.632908703,gray
UBE2E2,5.341320053,-9.717586698,-11.39305952,0.123875404,gray
UBE2E3,0.271356917,-10.21635783,-8.912037545,0.318294974,gray
UBE2G1,0.513935219,-10.79102068,-10.12536263,0.369834101,gray
UBE2G2,1.386228522,-9.641143337,-9.967730103,0.276857362,gray
UBE2H,1.002787136,-9.496246801,-9.499030061,0.987630564,gray
UBE2I,0.686470236,-7.885439725,-7.509247314,0.09315659,gray
UBE2K,0.915472316,-7.43929522,-7.350980066,0.361847955,gray
UBE2L3,0.987235536,-7.590726473,-7.577879844,0.942222322,gray
UBE2L6,0.502251058,-10.35871718,-9.670062007,0.089965071,gray
UBE2M,0.82157471,-8.338233612,-8.14170121,0.514664832,gray
UBE2N,1.072463945,-6.846745864,-6.916704618,0.711102632,gray
UBE2O,0.931583955,-9.099838491,-9.028969528,0.708359738,gray
UBE2Q1,1.936829364,-10.18471252,-10.84576481,0.135517735,gray
UBE2R2,0.464727623,-9.767687514,-9.001383711,0.132762524,gray
UBE2S,3.059067593,-7.662936443,-8.781046604,0.00390831,red
UBE2T,0.601102955,-11.30462962,-10.79564057,,gray
UBE2V1,1.020631399,-8.716124224,-8.736545679,0.873963678,gray
UBE2V2,0.983865979,-7.555630919,-7.539365327,0.943266403,gray
UBE2Z,0.987343992,-9.461314727,-9.44857795,0.947718129,gray
UBE3A,0.723178978,-9.560450681,-9.236352143,0.073487225,gray
UBE3B,1.238656992,-13.91916561,-14.13319333,,gray
UBE3C,0.829768558,-10.5821328,-10.39552434,0.742588981,gray
UBE4A,0.644127113,-11.14193799,-10.7020788,0.137171278,gray
UBE4B,0.891223666,-9.947547815,-9.832387959,0.409057483,gray
UBFD1,0.95040332,-9.061006246,-9.010137409,0.85218657,gray
UBL4A,1.264030725,-8.981844379,-9.216149983,0.526293262,gray
UBL5,1.71767365,-10.31188563,-10.85285647,,gray
UBL7,0.641466277,-10.64551502,-10.20151635,0.244131598,gray
UBLCP1,0.680611226,-8.966458934,-8.581694911,0.271252057,gray
UBN1,1.560610607,-13.74808032,-14.19315748,,gray
UBN2,1.560610018,-13.92020981,-14.36528659,,gray
UBOX5,1.238656992,-12.31484579,-12.52887352,,gray
UBP1,3.208305125,-11.43915085,-12.60489365,0.035962875,red
UBQLN1,0.962500537,-8.956774695,-8.91855404,0.812132737,gray
UBQLN2,1.002500528,-9.528591,-9.531088407,0.987278492,gray
UBQLN3,1.238657533,-13.43025754,-13.64428569,,gray
UBQLN4,0.322663108,-10.42515557,-9.294009057,0.037767484,blue
UBR1,1.113105954,-11.34124263,-11.4483969,0.745304926,gray
UBR2,3.021257627,-11.42830883,-12.533982,0.255655823,gray
UBR3,3.246207949,-13.54068074,-14.71816827,,gray
UBR4,1.005037556,-9.120215737,-9.125240647,0.965022704,gray
UBR5,1.208262939,-9.95641926,-10.145603,0.436500208,gray
UBR7,0.951519918,-9.883700579,-9.83400592,0.892713132,gray
UBTF,1.226023444,-10.55719201,-10.76096797,0.612352853,gray
UBXN1,0.588309425,-9.205142027,-8.674639791,0.010664801,green
UBXN11,0.456325137,-13.43050138,-12.64595168,,gray
UBXN2A,1.238656992,-12.50245209,-12.71647981,,gray
UBXN4,1.494642287,-9.870966183,-10.27285309,0.447000674,gray
UBXN6,0.429418763,-12.57256921,-11.72724651,,gray
UBXN7,0.537549811,-9.162082991,-8.541349138,0.044048246,green
UBXN8,1.109895022,-11.33139743,-11.43566286,0.839443235,gray
UCHL1,0.695615554,-7.581023755,-7.218065619,0.001328809,green
UCHL3,0.773140559,-8.431246291,-8.173951879,0.053232423,gray
UCHL5,1.005840863,-8.729986575,-8.735810446,0.982025952,gray
UCK1,0.562697017,-12.81857896,-12.243565,,gray
UCK2,2.473342092,-8.809795574,-9.715365884,0.011377913,red
UCKL1,1.959176001,-11.69766831,-12.37019228,0.397410637,gray
UCN3,0.780305009,-12.25807647,-12.01000607,,gray
UFC1,0.436129071,-9.179708894,-8.349891849,0.002695663,blue
UFD1L,0.852380226,-9.399626785,-9.239904208,0.370438267,gray
UFM1,1.048831986,-8.23525636,-8.282933511,0.678483389,gray
UFSP2,0.560407246,-10.07500385,-9.495912315,0.198520975,gray
UGDH,0.626463746,-7.923260716,-7.455596343,0.005250008,green
UGGT1,0.652861295,-8.933057295,-8.506666711,0.024136223,green
UGGT2,1.59707183,-13.29169003,-13.75986188,,gray
UGP2,1.862557858,-6.505829698,-7.127780434,0.000150881,green
UGT1A5,1.560610018,-12.99496936,-13.44004615,,gray
UGT3A2,0.983122706,-12.5120576,-12.49503626,,gray
UGT8,1.96624683,-12.77694392,-13.45307048,,gray
UHRF1,0.595483905,-13.17561009,-12.65722917,,gray
UHRF1BP1,0.641466289,-12.91401439,-12.47001574,0.655159694,gray
UHRF1BP1L,7.796146567,-10.97437284,-13.02800242,0.095678798,gray
UHRF2,0.517031452,-11.88023319,-11.22058162,0.124252999,gray
UIMC1,0.451622869,-13.5248744,-12.72996659,,gray
ULK1,1.568582001,-12.36674218,-12.81691421,,gray
ULK4,0.983122706,-13.73012032,-13.71309898,,gray
UMODL1,1.238657589,-14.22218029,-14.4362085,,gray
UMPS,1.536583435,-8.227122928,-8.656684331,0.008266479,green
UNC119,0.349519653,-10.91764703,-9.866451547,0.145555428,gray
UNC119B,0.657929453,-8.500181583,-8.081524015,0.20682301,gray
UNC13A,0.541033706,-14.43615176,-13.82187806,,gray
UNC13B,0.619329333,-12.48864493,-12.00952683,0.501155821,gray
UNC13C,0.491562079,-14.87922639,-14.16905935,,gray
UNC45A,1.358348768,-9.147626809,-9.45389663,0.206756703,gray
UNC5B,1.238656211,-13.79680769,-14.01083479,,gray
UNC5C,0.421748587,-12.72253079,-11.85918488,,gray
UNC93B2,1.166011195,-12.35290599,-12.50649468,,gray
UNG,0.70285789,-8.761960077,-8.409359521,0.339823078,gray
UNK,0.287467064,-12.90403712,-11.65739014,0.006146908,blue
UPF1,1.030017784,-8.241875651,-8.27145172,0.721184457,gray
UPF2,0.540076119,-10.74224126,-10.12619607,0.198757707,gray
UPF3A,1.696974609,-12.56517268,-13.0940197,,gray
UPF3B,0.662383179,-9.875993874,-9.464082803,0.029641608,green
UPP1,2.250789127,-11.62284553,-12.43412641,,gray
UQCC,0.178512755,-11.99742979,-10.27433457,0.080863773,gray
UQCR10,1.246684938,-9.379831638,-9.600319617,0.851706527,gray
UQCRB,0.894507044,-7.554208173,-7.442725671,0.617484738,gray
UQCRC1,0.922055839,-7.844089233,-7.76293974,0.420982374,gray
UQCRC2,1.124307998,-7.69502679,-7.812194523,0.196964341,gray
UQCRFS1,0.865750449,-8.518726039,-8.374567462,0.612276195,gray
UQCRH,1.386004373,-6.610026607,-6.936451663,0.074637425,gray
UQCRQ,1.10912818,-8.41472888,-8.518303163,0.667395439,gray
URB1,1.267471369,-13.5398681,-13.77689197,,gray
URB2,1.786451304,-13.90851331,-14.48874445,,gray
URGCP,1.786452145,-13.18463046,-13.76486207,,gray
URM1,1.165621991,-11.39274962,-11.54600447,,gray
UROD,1.154175663,-8.239546115,-8.382932492,0.480811047,gray
UROS,0.58394622,-10.77401232,-10.23606593,0.53371009,gray
USE1,0.780305009,-12.73350115,-12.48543075,,gray
USH2A,0.912650275,-14.58282791,-14.49142538,,gray
USMG5,1.092712104,-7.525371564,-7.614034338,0.671959235,gray
USO1,1.344297104,-7.850824258,-8.146695535,0.085802557,gray
USP1,3.932492882,-12.45606041,-13.82533396,,gray
USP10,1.05342606,-8.615623003,-8.667670769,0.533368854,gray
USP11,0.415736605,-9.536640677,-8.658937298,0.003446996,blue
USP13,1.030495704,-10.42236651,-10.45240646,0.930563126,gray
USP14,1.22535328,-7.778104315,-7.981333509,0.030442919,green
USP15,1.899855951,-10.2651966,-10.90697467,0.048740686,green
USP16,1.258714855,-11.54183037,-11.77192161,0.82828948,gray
USP19,1.532549965,-10.27761218,-10.70454517,0.472028924,gray
USP2,1.786450942,-12.56083106,-13.141062,,gray
USP22,0.482337551,-11.68756196,-10.95845086,0.399659636,gray
USP24,0.740835566,-10.5908811,-10.29090452,0.181812768,gray
USP25,1.87419357,-12.19405191,-12.82223038,,gray
USP28,5.418253507,-9.161857603,-10.85163114,0.003686015,red
USP3,0.983122706,-13.19945162,-13.18243029,,gray
USP30,0.390152639,-13.42471495,-12.48349771,,gray
USP31,0.983122263,-13.69286602,-13.67584423,,gray
USP32,2.616623367,-11.52663208,-12.48851678,0.100455439,gray
USP33,1.560610018,-12.50322902,-12.94830581,,gray
USP34,0.858835606,-13.00049579,-12.84831803,0.58749268,gray
USP36,0.780304425,-13.73833361,-13.49026247,,gray
USP37,1.527398268,-12.59747797,-13.02104378,,gray
USP38,0.619328066,-14.12557024,-13.64645009,,gray
USP39,0.726754666,-9.68857541,-9.36940909,0.256610711,gray
USP4,0.559521115,-11.34253251,-10.7618585,0.01731749,green
USP42,1.553720581,-13.45585194,-13.89650437,,gray
USP46,0.358196727,-12.16055067,-11.13387775,0.090167082,gray
USP47,0.733131991,-10.84048402,-10.5300545,0.236803478,gray
USP48,2.069960995,-10.08857264,-10.8161024,0.010520459,red
USP49,0.626447692,-13.71046118,-13.24277118,,gray
USP5,0.700179658,-8.59237438,-8.235956058,0.003352843,green
USP50,1.238655576,-12.78335184,-12.99737841,,gray
USP53,1.560609459,-13.69278855,-14.13786497,,gray
USP6NL,0.294139124,-13.68496018,-12.46125777,,gray
USP7,0.812385879,-8.634296733,-8.426516902,0.191104617,gray
USP8,1.429676047,-10.4766621,-10.83410998,0.071258562,gray
USP9X,1.606964899,-9.12391197,-9.598259214,0.005061717,green
USP9Y,1.299926406,-12.19131065,-12.4536183,0.424033321,gray
UTF1,1.238655584,-12.77750368,-12.99153027,,gray
UTP15,0.619328215,-13.0153607,-12.53624078,,gray
UTP18,0.778784838,-11.8247529,-11.57473242,,gray
UTP20,3.380594739,-11.69957207,-12.91762372,0.202033571,gray
UTRN,1.443060562,-10.63363566,-11.00040191,0.427948428,gray
UTY,0.54990462,-14.38230793,-13.7842975,,gray
UVRAG,0.681658312,-13.26422436,-12.8809976,,gray
UXS1,2.642499804,-11.41988339,-12.39160875,,gray
UXT,0.414599291,-11.01617061,-10.13572782,0.376118209,gray
VAC14,0.508148784,-10.12454144,-9.447560449,0.011280842,green
VAMP2,0.640930753,-10.50377914,-10.05894529,,gray
VAMP3,0.910157996,-8.630276499,-8.536139426,0.591231742,gray
